,Facility.ID,Name,Date,Residents.Active,Residents.Population,Population.Feb20,County.cumul,County.Pop,County
20171,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-11-10,2.0,2432.0,2849.0,23207,762148,san joaquin
20172,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-11-12,1.0,2412.0,2849.0,23357,762148,san joaquin
20173,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-11-14,1.0,2412.0,2849.0,23899,762148,san joaquin
20174,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-11-16,3.0,2412.0,2849.0,23922,762148,san joaquin
20175,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-11-18,2.0,2412.0,2849.0,24582,762148,san joaquin
20176,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-11-20,4.0,2412.0,2849.0,24923,762148,san joaquin
20177,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-11-22,9.0,2412.0,2849.0,25112,762148,san joaquin
20178,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-11-23,9.0,2412.0,2849.0,25128,762148,san joaquin
20179,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-11-24,11.0,2412.0,2849.0,25828,762148,san joaquin
20180,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-11-26,13.0,2401.0,2849.0,26292,762148,san joaquin
20181,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-11-29,17.0,2401.0,2849.0,26344,762148,san joaquin
20182,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-11-30,18.0,2401.0,2849.0,26352,762148,san joaquin
20183,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-12-02,18.0,2393.0,2849.0,27399,762148,san joaquin
20184,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-12-04,18.0,2393.0,2849.0,28538,762148,san joaquin
20185,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-12-06,22.0,2393.0,2849.0,28993,762148,san joaquin
20186,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-12-07,23.0,2393.0,2849.0,29021,762148,san joaquin
20187,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-12-09,15.0,2389.0,2849.0,31432,762148,san joaquin
20188,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-12-13,24.0,2389.0,2849.0,33182,762148,san joaquin
20189,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-12-14,23.0,2389.0,2849.0,33576,762148,san joaquin
20190,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-12-16,25.0,2367.0,2849.0,36150,762148,san joaquin
20191,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-12-18,40.0,2367.0,2849.0,37702,762148,san joaquin
20192,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-12-21,152.0,2367.0,2849.0,40183,762148,san joaquin
20193,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-12-22,152.0,2367.0,2849.0,40848,762148,san joaquin
20194,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-12-23,154.0,2373.0,2849.0,37137,762148,san joaquin
20195,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-12-25,175.0,2373.0,2849.0,43623,762148,san joaquin
20196,91.0,CALIFORNIA HEALTH CARE FACILITY,2020-12-27,258.0,2373.0,2849.0,45171,762148,san joaquin
